ID,Description,source,Ratio,BgRatio,pvalue,FDR,disease_class,disease_class_name,disease_semantic_type,shared_geneid,shared_symbol,Count,gg,sig
C0338650,"Catatonia, Organic",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C23;F01,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms",Disease or Syndrome,1132,CHRM4,1,0.004081632653061225,FALSE
C0343115,Skin Mastocytoma,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C17,Neoplasms;Skin and Connective Tissue Diseases,Neoplastic Process,3815,KIT,1,0.004081632653061225,FALSE
C0346072,Blue rubber bleb nevus syndrome,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C06;C17,Neoplasms;Digestive System Diseases;Skin and Connective Tissue Diseases,Congenital Abnormality,7010,TEK,1,0.004081632653061225,FALSE
C0349566,Squamous cell carcinoma of tongue,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C07,Neoplasms;Stomatognathic Diseases,Neoplastic Process,1956,EGFR,1,0.004081632653061225,FALSE
C0393672,"Epilepsy, Benign Psychomotor, Childhood",CURATED,3/213,23/9703,0.013372849286680345,0.0541649553644457,C10,Nervous System Diseases,Disease or Syndrome,3791;7422;7010,KDR;VEGFA;TEK,3,0.012244897959183673,FALSE
C0393682,"Epilepsy, Lateral Temporal",CURATED,3/213,23/9703,0.013372849286680345,0.0541649553644457,C10,Nervous System Diseases,Disease or Syndrome,3791;7422;7010,KDR;VEGFA;TEK,3,0.012244897959183673,FALSE
C0403812,"Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C12,Male Urogenital Diseases,Disease or Syndrome,6795,AURKC,1,0.004081632653061225,FALSE
C0410529,Hypochondroplasia (disorder),CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C05;C16;C19,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Endocrine System Diseases",Congenital Abnormality,2261,FGFR3,1,0.004081632653061225,FALSE
C0431420,Vein of Galen aneurysm,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C14;C16,"Nervous System Diseases;Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2050,EPHB4,1,0.004081632653061225,FALSE
C0456889,Enteropathy-Associated T-Cell Lymphoma,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,6777,STAT5B,1,0.004081632653061225,FALSE
C0494261,Combined immunodeficiency,CURATED,4/213,41/9703,0.012133267380016076,0.0541649553644457,C16;C18;C20,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases;Immune System Diseases",Disease or Syndrome,6789;6777;3702;3932,STK4;STAT5B;ITK;LCK,4,0.0163265306122449,FALSE
C0520557,Arteriovenous malformation of liver,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C14;C16,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,94,ACVRL1,1,0.004081632653061225,FALSE
C0520806,Unexplained sudden death,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C23,"Pathological Conditions, Signs and Symptoms",Finding,3752,KCND3,1,0.004081632653061225,FALSE
C0522631,"Acute myeloid leukemia, minimal differentiation",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04,Neoplasms,Neoplastic Process,2322,FLT3,1,0.004081632653061225,FALSE
C0524686,"Periodontitis, Acute Nonsuppurative",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C07,Stomatognathic Diseases,Disease or Syndrome,2247,FGF2,1,0.004081632653061225,FALSE
C0549473,Thyroid carcinoma,CURATED,4/213,44/9703,0.015459151574567172,0.0541649553644457,C04;C19,Neoplasms;Endocrine System Diseases,Neoplastic Process,5728;2475;23476;5979,PTEN;MTOR;BRD4;RET,4,0.0163265306122449,FALSE
C0588006,Mild depression,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,F03,Mental Disorders,Mental or Behavioral Dysfunction,2475,MTOR,1,0.004081632653061225,FALSE
C0600518,Choroidal Neovascularization,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C11;C23,"Eye Diseases;Pathological Conditions, Signs and Symptoms",Pathologic Function,7422,VEGFA,1,0.004081632653061225,FALSE
C0699790,Colon Carcinoma,CURATED,2/213,9/9703,0.015604653732801158,0.0541649553644457,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,2065;6714,ERBB3;SRC,2,0.00816326530612245,FALSE
C0750992,"Catatonia, Malignant",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C23;F01,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms",Disease or Syndrome,1132,CHRM4,1,0.004081632653061225,FALSE
C0750993,Schizophreniform Catatonia,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C23;F01,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms",Mental or Behavioral Dysfunction,1132,CHRM4,1,0.004081632653061225,FALSE
C0751117,Cryptogenic Tonic-Clonic Epilepsy,CURATED,2/213,10/9703,0.019226446290588124,0.0541649553644457,C10,Nervous System Diseases,Disease or Syndrome,627;2247,BDNF;FGF2,2,0.00816326530612245,FALSE
C0751118,"Epilepsy, Tonic-Clonic, Familial",CURATED,2/213,10/9703,0.019226446290588124,0.0541649553644457,C10,Nervous System Diseases,Disease or Syndrome,627;2247,BDNF;FGF2,2,0.00816326530612245,FALSE
C0751119,"Epilepsy, Tonic-Clonic, Symptomatic",CURATED,2/213,10/9703,0.019226446290588124,0.0541649553644457,C10,Nervous System Diseases,Disease or Syndrome,627;2247,BDNF;FGF2,2,0.00816326530612245,FALSE
C0751489,Adult Sandhoff Disease,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16;C18,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases",Disease or Syndrome,3074,HEXB,1,0.004081632653061225,FALSE
C0751490,Infantile Sandhoff Disease,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16;C18,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases",Disease or Syndrome,3074,HEXB,1,0.004081632653061225,FALSE
C0751491,Juvenile Sandhoff Disease,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16;C18,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases",Disease or Syndrome,3074,HEXB,1,0.004081632653061225,FALSE
C0751564,Pill Rolling Tremor,CURATED,2/213,9/9703,0.015604653732801158,0.0541649553644457,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Sign or Symptom,154;1132,ADRB2;CHRM4,2,0.00816326530612245,FALSE
C0751565,"Tremor, Semirhythmic",CURATED,2/213,9/9703,0.015604653732801158,0.0541649553644457,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Finding,154;1132,ADRB2;CHRM4,2,0.00816326530612245,FALSE
C0751583,"Encephalitis, West Nile Fever",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C01;C10,Infections;Nervous System Diseases,Disease or Syndrome,1234,CCR5,1,0.004081632653061225,FALSE
C0751584,West Nile Fever Meningitis,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C01;C10,Infections;Nervous System Diseases,Disease or Syndrome,1234,CCR5,1,0.004081632653061225,FALSE
C0751585,West Nile Fever Meningoencephalitis,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C01;C10,Infections;Nervous System Diseases,Disease or Syndrome,1234,CCR5,1,0.004081632653061225,FALSE
C0751586,West Nile Fever Myelitis,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C01;C10,Infections;Nervous System Diseases,Disease or Syndrome,1234,CCR5,1,0.004081632653061225,FALSE
C0752353,"Atrophy, Muscular, Spinobulbar",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,367,AR,1,0.004081632653061225,FALSE
C0796237,"Mental Retardation, X-Linked 30",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,5063,PAK3,1,0.004081632653061225,FALSE
C0848676,"Subfertility, Male",CURATED,4/213,48/9703,0.020711771561458356,0.0541649553644457,C12,Male Urogenital Diseases,Sign or Symptom,2099;367;4193;6795,ESR1;AR;MDM2;AURKC,4,0.0163265306122449,FALSE
C0879257,Hereditary Papillary Renal Carcinoma,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C12;C13;C16,"Neoplasms;Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Neoplastic Process,4233,MET,1,0.004081632653061225,FALSE
C0917731,Male sterility,CURATED,4/213,48/9703,0.020711771561458356,0.0541649553644457,C12,Male Urogenital Diseases,Finding,2099;367;4193;6795,ESR1;AR;MDM2;AURKC,4,0.0163265306122449,FALSE
C0936016,Testicular Feminization,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C12;C13;C16;C19,"Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Endocrine System Diseases",Disease or Syndrome,367,AR,1,0.004081632653061225,FALSE
C1136033,Cutaneous Mastocytosis,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C17,Neoplasms;Skin and Connective Tissue Diseases,Neoplastic Process,3815,KIT,1,0.004081632653061225,FALSE
C1142166,Brugada Syndrome (disorder),CURATED,3/213,24/9703,0.015040291094116273,0.0541649553644457,C14;C16,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,6336;3752;3757,SCN10A;KCND3;KCNH2,3,0.012244897959183673,FALSE
C1266181,Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos),CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04,Neoplasms,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C1300257,"Thanatophoric dysplasia, type 2",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2261,FGFR3,1,0.004081632653061225,FALSE
C1306571,Hepatic Insufficiency,CURATED,2/213,9/9703,0.015604653732801158,0.0541649553644457,C06,Digestive System Diseases,Pathologic Function,5970;1432,RELA;MAPK14,2,0.00816326530612245,FALSE
C1332079,"Anaplastic Large Cell Lymphoma, ALK-Positive",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,238,ALK,1,0.004081632653061225,FALSE
C1333046,"Myeloproliferative Neoplasm, Unclassifiable",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,NA,NA,Neoplastic Process,5159,PDGFRB,1,0.004081632653061225,FALSE
C1333294,ALK positive large B-cell lymphoma,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,238,ALK,1,0.004081632653061225,FALSE
C1336078,"Papillary renal cell carcinoma, sporadic",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C12;C13,Neoplasms;Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications,Neoplastic Process,4233,MET,1,0.004081632653061225,FALSE
C1336839,Type 1 Papillary Renal Cell Carcinoma,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C12;C13,Neoplasms;Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications,Neoplastic Process,4233,MET,1,0.004081632653061225,FALSE
C1450010,"Plagiocephaly, Nonsynostotic",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Anatomical Abnormality,2263,FGFR2,1,0.004081632653061225,FALSE
C1512709,Chronic Lymphoproliferative Disorder of NK-Cells,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C23,"Pathological Conditions, Signs and Symptoms",Neoplastic Process,6774,STAT3,1,0.004081632653061225,FALSE
C1522378,"Leukemia, Large Granular Lymphocytic",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,6777,STAT5B,1,0.004081632653061225,FALSE
C1522512,Transient Situational Disturbance,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,F03,Mental Disorders,Mental or Behavioral Dysfunction,10014,HDAC5,1,0.004081632653061225,FALSE
C1527384,Involuntary Quiver,CURATED,2/213,9/9703,0.015604653732801158,0.0541649553644457,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Sign or Symptom,154;1132,ADRB2;CHRM4,2,0.00816326530612245,FALSE
C1535893,Orthostatic intolerance,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Finding,6530,SLC6A2,1,0.004081632653061225,FALSE
C1708349,Hereditary Diffuse Gastric Cancer,CURATED,13/213,293/9703,0.012620451458431145,0.0541649553644457,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,2263;1548;1956;2064;3312;4233;6774;154;627;2534;153;11200;9212,FGFR2;CYP2A6;EGFR;ERBB2;HSPA8;MET;STAT3;ADRB2;BDNF;FYN;ADRB1;CHEK2;AURKB,13,0.053061224489795916,FALSE
C1708353,Hereditary Paraganglioma-Pheochromocytoma Syndrome,CURATED,3/213,23/9703,0.013372849286680345,0.0541649553644457,C04;C16,"Neoplasms;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4233;5979;10461,MET;RET;MERTK,3,0.012244897959183673,FALSE
C1720824,Sudden Cardiac Arrest,CURATED,2/213,8/9703,0.012313635348333947,0.0541649553644457,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Pathologic Function,3752;3751,KCND3;KCND2,2,0.00816326530612245,FALSE
C1832529,HEREDITARY HEMORRHAGIC TELANGIECTASIA-RELATED PULMONARY ARTERIAL HYPERTENSION,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C08;C14,Respiratory Tract Diseases;Cardiovascular Diseases,Disease or Syndrome,94,ACVRL1,1,0.004081632653061225,FALSE
C1835047,"MELANOMA, CUTANEOUS MALIGNANT, 1",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,NA,NA,Finding,5728,PTEN,1,0.004081632653061225,FALSE
C1835808,"Kallikrein, Decreased Urinary Activity of",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C16;C18,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases",Finding,3816,KLK1,1,0.004081632653061225,FALSE
C1836182,"Chondrodysplasia, acromesomelic, with genital anomalies",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C05;C13;C16;C19,"Musculoskeletal Diseases;Female Urogenital Diseases and Pregnancy Complications;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Endocrine System Diseases",Disease or Syndrome,658,BMPR1B,1,0.004081632653061225,FALSE
C1836482,Li-Fraumeni Syndrome 2,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C04;C16;C18,"Neoplasms;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases",Disease or Syndrome,11200,CHEK2,1,0.004081632653061225,FALSE
C1836723,"Tibia, Bowing of, with Pseudarthrosis and Pectus Excavatum",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C05;C16;C26,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Wounds and Injuries",Disease or Syndrome,4233,MET,1,0.004081632653061225,FALSE
C1837218,"Cleft palate, isolated",CURATED,4/213,42/9703,0.01318518394116042,0.0541649553644457,C05;C07;C16,"Musculoskeletal Diseases;Stomatognathic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,2263;2261;5156;2247,FGFR2;FGFR3;PDGFRA;FGF2,4,0.0163265306122449,FALSE
C1838163,OSLER-RENDU-WEBER SYNDROME 2,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C14;C15;C16,"Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,94,ACVRL1,1,0.004081632653061225,FALSE
C1838359,"Diffuse palmoplantar keratoderma, Bothnian type",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C16;C17,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases",Disease or Syndrome,362,AQP5,1,0.004081632653061225,FALSE
C1838437,"VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS AND MUCOSAL",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C14;C16,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,7010,TEK,1,0.004081632653061225,FALSE
C1839259,"Bulbo-Spinal Atrophy, X-Linked",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,367,AR,1,0.004081632653061225,FALSE
C1842342,"DEAFNESS, AUTOSOMAL RECESSIVE 39 (disorder)",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C09;C10;C23,"Otorhinolaryngologic Diseases;Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,3082,HGF,1,0.004081632653061225,FALSE
C1842382,"Epilepsy, Benign Neonatal, 3",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,6326,SCN2A,1,0.004081632653061225,FALSE
C1843256,IRAK4 Deficiency,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C16;C20,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Immune System Diseases",Disease or Syndrome,51135,IRAK4,1,0.004081632653061225,FALSE
C1843478,Lethal Congenital Contracture Syndrome 2,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2065,ERBB3,1,0.004081632653061225,FALSE
C1843832,"VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C15;C16,"Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,79001,VKORC1,1,0.004081632653061225,FALSE
C1846367,Spinocerebellar ataxia 19,CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,3752,KCND3,1,0.004081632653061225,FALSE
C1846707,SPINOCEREBELLAR ATAXIA 17,CURATED,2/213,9/9703,0.015604653732801158,0.0541649553644457,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,3312;1728,HSPA8;NQO1,2,0.00816326530612245,FALSE
C1846862,PARKINSON DISEASE 8 (disorder),CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,NA,NA,Disease or Syndrome,120892,LRRK2,1,0.004081632653061225,FALSE
C1848914,"Hexosaminidase A Deficiency, Adult Type",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16;C18,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases",Disease or Syndrome,3073,HEXA,1,0.004081632653061225,FALSE
C1848916,"Tay-Sachs Disease, Variant B1",CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16;C18,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases",Disease or Syndrome,3073,HEXA,1,0.004081632653061225,FALSE
C1848922,Hexosaminidase alpha-Subunit Deficiency (Variant B),CURATED,1/213,1/9703,0.021954236239920752,0.0541649553644457,C10;C16;C18,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases",Disease or Syndrome,3073,HEXA,1,0.004081632653061225,FALSE
